rok,godzina_od,godzina_do,dzielnica,dzielnice_wszystkie,aktor_zgadniety,sekcja,tekst,wiersz_zrodlowy
2009,09:00,,Schöneberg,Schöneberg,DGB,Scenariusz,"9 Uhr Schöneberg: Treffen am DGB-Haus, Keithstraße 1-3. Ab 10 Uhr Motorrad-, Fahrrad- und Skaterkorso oder zu Fuß zum Brandenburger Tor. Kundgebung ab ca. 11.30 Uhr.",5996
2009,10:00,,Köpenick,Köpenick,NPD,Scenariusz,"1. Mai: Die NPD veranstaltet vor ihrer Zentrale in Köpenick ein ""Maifest"" mit bis zu 1.000 Nazis. Gegenkundgebung mit Demo ab 10 Uhr vom S-Bahnhof Köpenick.",5984
2009,10:00,,Köpenick,Köpenick,,Scenariusz,"10 Uhr Köpenick: Kundgebung am Forum Köpenick. Die Demo startet, wenn die Nazis über die Borgmannstraße zum Mandrellaplatz geleitet werden. Zugtreffpunkt für Antifas ist um 9.45 Uhr am Ostkreuz.",5997
2009,13:00,,Kreuzberg,Kreuzberg,Antifa,Scenariusz,In Kreuzberg ist den ganzen Tag Myfest auf 19 Bühnen. Um 13 Uhr demonstrieren türkischer Kommunisten vom Oranienplatz. Um 18 Uhr startet die Antifa am Kottbusser Tor.,5987
2009,13:30,,,,,Scenariusz,Die Mayday-Demo startet um 13.30 Uhr am Bebelplatz.,5986
2009,13:30,,,,,Scenariusz,"Berlin: May-Day-Parade. 13.30 Uhr, Unter den Linden (Höhe Bebelplatz).",5992
2009,13:30,,Mitte,Mitte;Kreuzberg,,Scenariusz,"13.30 Uhr Mitte: Mayday-Parade mit Auftaktkonzert, Unter den Linden Höhe Bebelplatz. Danach durch Mitte und Kreuzberg zum Moritzplatz.",5998
2009,18:00,,Kreuzberg,Kreuzberg;Neukölln,Revolutionäre 1. Mai,Scenariusz,18 Uhr Kreuzberg: Revolutionäre 1. Mai-Demo. Start am Kottbusser Tor mit Konzert. Ab ca. 19 Uhr durch Kreuzberg und Neukölln und zurück.,5999
2010,01:09,,,,,Prasa / Spiegel.tv,"1:09 – wywiad z uczestnikiem demonstracji nazistowskiej: DDR nicht funtioniert... Nationalsozialistischer Staat, kann man nicht sagen ob er funktionieren würde direkt damals einfach nur auf Krieg ausgelegt war, weil nicht die Grundidee dieser Politik ist im Prinzip dasselbe (?) wie am nationale Ebene, wie die Linken, also beide eilich Schrott",6199
2010,09:00,,,,DGB,Scenariusz / Scenariusz DGB,9:00 Uhr: Treffen aller DGB-Gewerkschaften zu den gemeinsamen Demonstrationszügen Aufstellung in der Kleiststraße zwischen Wittenbergplatz und Kreuzung An der Urania,6083
2010,09:00,,,,DGB,Scenariusz / Scenariusz DGB,"Treff: 09:00 Uhr, DGB-Haus, Keithstraße 1-3, Ecke Kleiststraße Start: 10:00 Uhr, Kleiststraße Richtung Nollendorfplatz Ziel: ca. 11:30 Uhr, Bühne am Brandenburger Tor",6089
2010,09:00,,,,DGB,Scenariusz / Scenariusz DGB,"Treff: 09:00 Uhr, DGB-Haus, Keithstraße 1-3 Start: 10:00 Uhr, Kleiststraße Richtung Nollendorfplatz Ziel: ca. 11:30 Uhr, Bühne am Brandenburger Tor",6107
2010,11:00,,,,,Scenariusz / Scenariusz DGB,11:00 Uhr bis 18:00 Uhr,6137
2010,11:30,,,,DGB,Scenariusz / Scenariusz DGB,"Beginn: ca. 11:30 Uhr Hauptrede: Doro Zinke, Vorsitzende des DGB Bezirk Berlin-Brandenburg Anschl. Bühnenprogramm bis 18:00 Uhr: Talk, Live-Musik, Dance, Kabarett, …",6123
2010,15:00,,Mitte,Mitte;Prenzlauer Berg,DGB,Scenariusz,"15.00 Uhr: Der Deutsche Gewerkschafts-Bund gibt die Teilnehmerzahlen seiner 1.-Mai-Demo durch Mitte bekannt - und zwar nach Verkehrsmitteln gestaffelt: Über 6000 Menschen haben sich beteiligt, darunter 100 Radler, über 80 Motorradfahrer und einige Inline-Skater. Beim Maifest auf der Straße des 17. Juni waren demnach 12.000 Menschen. Das Motto der Kundgebungen: „Wir gehen vor! Gute Arbeit – Gerecht",6074
2012,09:00,,,,,Wydarzenia / DGB / Europa spart falsch - Gewerkschaftsarbeit aktueller denn je! [@DGBRegionBerlin2012] / **Veranstaltungen in Berlin:**,"9:00 Uhr: Treffen zu den Demos, Auftakt, Musik",6363
2012,10:00,,,,,Wydarzenia / DGB / Europa spart falsch - Gewerkschaftsarbeit aktueller denn je! [@DGBRegionBerlin2012] / **Veranstaltungen in Berlin:**,10:00 Uhr: Start der Demos Hackescher Markt,6366
2012,11:30,,,,,Wydarzenia / DGB / Europa spart falsch - Gewerkschaftsarbeit aktueller denn je! [@DGBRegionBerlin2012] / **Veranstaltungen in Berlin:**,11:30 Uhr: Mai-Kundgebung Platz des 18. März,6370
2012,19:00,,,,,Wydarzenia / DGB / Europa spart falsch - Gewerkschaftsarbeit aktueller denn je! [@DGBRegionBerlin2012] / **Veranstaltungen in Berlin:**,bis 19:00 Uhr: Kinder- und Familienfest,6379
2013,09:00,,,,,Scenariusz,"9:00 Uhr: Treffen zu den Demos, Auftakt, Musik",6550
2013,10:00,,,,,Scenariusz,10:00 Uhr: Start der Demos Hackescher Markt,6553
2013,11:30,,,,,Scenariusz,11:30 Uhr: Mai-Kundgebung Platz des 18. März,6557
2013,19:00,,,,,Scenariusz,"bis 19:00 Uhr: Kinder-, Jugend- und Familienfest",6568
2015,10:00,,,,DGB;MyFest,Scenariusz,"Am kommenden Freitag wird - neben dem MyFest und den üblichen Demos - auch wieder der Tag der Arbeit begangen. Unter dem Motto ""Die Arbeit der Zukunft gestalten wir!"" mobilisiert der DGB um 10 Uhr zum Hackeschen Markt. Auf Motorrädern, Fahrrädern, Inlineskates oder zu Fuß geht es zum Brandenburger Tor, wo um 11.30 Uhr eine Kundgebung geplant ist. An Bratwürsten und Hüpfburgen dürfte es nicht mange",6721
2015,10:00,,Mitte,Mitte,DGB,Scenariusz,"Etwa 3000 Gewerkschafter zogen ab 10 Uhr durch Mitte, danach versammelten sie sich zur 1. Mai-Kundgebung des Deutschen Gewerkschaftsbundes (DGB) am Brandenburger Tor.",6723
2015,12:37,,,,,Młodzieżówka przygotowuje z okazji 1. Maja komiks o historii święta, 2026-08-1712:37 pm,6785
2015,12:46,,,,,Młodzieżówka przygotowuje z okazji 1. Maja komiks o historii święta, 2026-08-1712:46 pm,6792
2015,12:47,,,,,Młodzieżówka przygotowuje z okazji 1. Maja komiks o historii święta, 2026-08-1712:47 pm,6798
2015,12:48,,,,,Młodzieżówka przygotowuje z okazji 1. Maja komiks o historii święta, 2026-08-1712:48 pm,6803
2015,17:57,,Kreuzberg,Kreuzberg,,Scenariusz / TAZ relacja na żywo, 17.57 Uhr: Berlin – Spontandemo in Kreuzberg,6742
2015,18:00,,Kreuzberg,Kreuzberg,,Scenariusz / TAZ relacja na żywo,"Kurz vor Beginn der „Revolutionären 1. Mai-Demonstration“ in Berlin hat es am Freitag einen spontanen Aufzug linker Gruppen gegeben. Etwa 100 Teilnehmer zogen über das Gelände des Myfestes in Kreuzberg, wie ein Polizeisprecher sagte. Die Demonstranten hätten sich im Anschluss an den Startpunkt der Demonstration am Spreewaldplatz begeben. Dort solle um 18 Uhr der traditionelle Protestzug mit einer ",6744
2015,18:00,,,,,Młodzieżówka przygotowuje z okazji 1. Maja komiks o historii święta,- Rok 1987 i spalenie Bolle jako osobny punkt – początek 18 Uhr Demonstration,6780
2015,18:30,,Wedding,Wedding;Mitte;Kreuzberg,DGB,Scenariusz / TAZ relacja na żywo,"Aufruf beim KlassenkampfBlock Berlin(http://klassenkampfblock.blogsport.de/2015/04/07/1-mai-2015-wir-sind-ueberall-selbstorganisert-solidarisch-antikapitalistisch/) !externer Link(https://www.labournet.de/wp-content/uploads/2012/03/extern.gif ""externer Link"") mit folgenden Daten: 30.04. | Antikapitalistische-Demo »Organize!« 18.30 Uhr | Wedding | Leopoldplatz01.05. | DGB-Demo | Klassenkämpferische",6747
2015,18:31,,,,,Scenariusz / TAZ relacja na żywo, 18.31 Uhr: Berlin – Symbolort Gerhart-Hauptmann-Schule,6739
2016,09:00,,Mitte,Mitte,DGB,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht / Kundgebungen zum 1. Mai 2016 (B.Z)","Berlin-Mitte: Traditioneller DGB-Aufzug, DGB-Aufzug als Motorrad-Korso und DGB-Aufzug als Fahrrad- und Skater-Korso, Beginn 9 Uhr. Die Strecke: Spandauer Straße / Karl-Liebknecht-Straße – Spandauer Straße – Mühlendamm – Gertraudenstraße – Leipziger Straße – Potsdamer Platz – Platz des 18. März",6871
2016,10:00,,Mitte,Mitte,DGB,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht / Kundgebungen zum 1. Mai 2016 (B.Z)","Berlin-Mitte: DGB-Kundgebung, Beginn 10 Uhr. Die Strecke: Platz des 18. März, Straße des 17. Juni bis Yitzhak-Rabin-Straße und Ebetstraße bis Scheidemannstraße",6872
2016,10:00,,Pankow,Pankow,NPD,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht / Kundgebungen zum 1. Mai 2016 (B.Z)","Berlin-Pankow: Erste NPD-Kundgebung „Asylflut stoppen“ am Antonplatz, Beginn 10 Uhr",6873
2016,10:00,,Pankow,Pankow,,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht / Kundgebungen zum 1. Mai 2016 (B.Z)","Berlin-Pankow: Kundgebung Die Grünen „Pankow ist bunt und vielfältig“ auf der Berliner Allee, Beginn 10 Uhr",6874
2016,10:00,,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg;Friedrichshain;Kreuzberg,,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht / Kundgebungen zum 1. Mai 2016 (B.Z)","Friedrichshain-Kreuzberg: Erste Myfest-Kundgebung auf der Oranienstraße inkl. Oranienplatz und Naunynstraße bis Adalsbertstraße, Zweite Myfest-Kundgebung von der Mariannenstraße / Naunynstraße bis Feuerwehrdenkmal, Dritte Myfest-Kundgebung auf der Waldemarstraße, zwischen Adalbertstraße und Mariannenplatz, Beginn jeweils 10 Uhr",6875
2016,10:00,,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg;Friedrichshain;Kreuzberg,,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht / Kundgebungen zum 1. Mai 2016 (B.Z)","Friedrichshain-Kreuzberg: Kundgebung zur freien Musikäußerung, Beginn 10 Uhr",6876
2016,11:30,,Lichtenberg,Lichtenberg,,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht / Kundgebungen zum 1. Mai 2016 (B.Z)","Berlin-Lichtenberg: Kundgebung „Gemeinsam gegen Rassismus – Refugees Welcome“, Beginn 11.30 Uhr",6877
2016,12:00,,Lichtenberg,Lichtenberg,NPD,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht / Kundgebungen zum 1. Mai 2016 (B.Z)","Berlin-Lichtenberg: Zweite NPD-Kundgebung „Asylflut stoppen“ am Prerower Platz (Falkenberger Chaussee / Rüdickenstraße), Beginn 12 Uhr",6878
2016,13:00,,Treptow-Köpenick,Treptow-Köpenick;Treptow;Köpenick,,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht / Kundgebungen zum 1. Mai 2016 (B.Z)","Treptow-Köpenick: Kundgebung „1. Mai – Nazifrei!“ am Busbahnhof Schöneweide, Beginn 13 Uhr",6880
2016,13:00,,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg;Friedrichshain;Kreuzberg,Die Linke,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht / Kundgebungen zum 1. Mai 2016 (B.Z)","Friedrichshain-Kreuzberg: Kundgebung Die Linke am Mariannenplatz, vom Rondell in Höhe der Muskauer Straße bis Ende der Grünfläche vor der St. Thomas-Kirche, in Höhe der Wranglerstraße, Beginn 13 Uhr",6881
2016,13:30,,Treptow,Treptow;Köpenick,,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht / Kundgebungen zum 1. Mai 2016 (B.Z)","Treptow Köpenick: Kundgebung „Schöner weiden ohne Nazis an der Brückenstraße / Schnellerstraße, Beginn 13.30 Uhr",6882
2016,13:30,,Treptow-Köpenick,Treptow-Köpenick;Treptow;Köpenick,,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht / Kundgebungen zum 1. Mai 2016 (B.Z)","Treptow-Köpenick: Kundgebung „1. Mai – Nazifreiheit!“ am Cajamarcaplatz auf dem Vorplatz des S-Bahnhof Schöneweide, Beginn 13.30 Uhr",6883
2016,15:00,,Neukölln,Neukölln,,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht","Berlin-Neukölln: Kundgebung gegen Verdrängung am Hermannplatz, Beginn 15 Uhr",6863
2016,16:30,,Wedding,Wedding,,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht","Berlin-Wedding: Aufzug durch Wedding, Beginn 16.30 Uhr. Die Strecke: U-Bahnhof Osloer Straße – Schwedenstraße – Badstraße – Buttmannstraße – Thumyssensstraße – Pankstraße – Badstraße – Stettiner Straße – Klever Straße – Jülicher Straße – Bellermannstraße – Swinemünder Straße – Ramlerstraße – Graunstraße – Gleimstraße – Swinemünder Straße – Demminer Straße – Brunnenstraße bis U-Bahnhof Bernauer Str",6865
2016,18:00,,Neukölln,Neukölln,,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht","Berlin-Neukölln: Kundgebung gegen Räumung eines Kiezladens am Reuterplatz/Reuterstraße, Beginn 18 Uhr",6867
2016,18:00,,,,,"Scenariusz / Kundgebungen zum 30. April 2016, Walpurgisnacht / Kundgebungen zum 1. Mai 2016 (B.Z)",18-Uhr-Aufzug am Moritzplatz,6885
2017,09:00,,,,DGB,Scenariusz / Lista wydarzeń w Berlinie,"Traditioneller DGB-Aufzug, Beginn 9 Uhr, Spandauer Straße/ Karl-Liebknecht-Straße, Spandauer Straße, Mühlendamm, Gertraudenstraße, Leipziger Straße, Potsdamer Platz, Ebertstraße, Platz 18. März",6972
2017,09:00,,,,DGB,Scenariusz / Lista wydarzeń w Berlinie,"DGB-Aufzug als Motorrad-Korso, 9 Uhr, Sammelplatz zwischen Spandauer Brücke und Anna-Louisa-Karsch-Straße",6973
2017,09:00,,Moabit,Moabit,DGB,Scenariusz / Lista wydarzeń w Berlinie,"DGB-Aufzug als Fahrrad- und Skater-Korso, 9 Uhr, Spandauer Straße, Karl-Liebknecht-Straße, Torstraße, Chausseestraße, Invalidenstraße, Luisenstraße, Schumannstraße, Charitéplatz, Alexanderstraße, Invalidenstraße, Alt-Moabit, Gotzkowskystraße, Gotzkowskybrücke, Franklinstraße, Marchstraße, Ernst-Reuter-Platz, Hardenbergstraße, Budapester Straße, Kurfürstenstraße, Potsdamer Straße, Potsdamer Platz, ",6974
2017,10:00,,,,DGB,Scenariusz / Lista wydarzeń w Berlinie,"DGB-Kundgebung, Beginn 10 Uhr, Platz des 18. März, Straße des 17. Juni bis Yitzhak-Rabin-Straße und Ebertstraße bis Scheidemannstraße",6975
2017,10:00,,,,,Scenariusz / Lista wydarzeń w Berlinie,"Kundgebung „Berlin solidarisch gegen Nazis“, 10 Uhr, Antonplatz",6976
2017,10:00,,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg;Friedrichshain;Kreuzberg,,Scenariusz / Lista wydarzeń w Berlinie,"Erste Myfest-Kundgebung, Beginn 10 Uhr, Friedrichshain-Kreuzberg, von Görlitzer Bahnhof bis Oranienplatz einschließlich Oranienplatz und vom Oranienplatz bis einschließlich Naunystraße",6977
2017,10:00,,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg;Friedrichshain;Kreuzberg,,Scenariusz / Lista wydarzeń w Berlinie,"Zweite Myfest-Kundgebung, Beginn 10 Uhr, Friedrichshain-Kreuzberg, von Mariannenplatz/ Mariannenstraße/ Waldemarstraße bis Heinrichplatz einschließlich Feuerwehrdenkmal und von Mariannenplatz bis Waldemarstraße/ Adalbertstraße",6978
2017,11:00,,,,,Scenariusz / Lista wydarzeń w Berlinie,"Kundgebung von HartzIV-Empfängern, Beginn 11 Uhr, Bethaniendamm, nordwestlicher Bürgersteig zwischen Köpenicker Straße und Mariannenplatz",6979
2017,12:30,,,,,Scenariusz / Lista wydarzeń w Berlinie,"Aufzug gegen Ausbeutung: Beginn 12.30 Uhr, Karl-Marx-Platz, Richardplatz, Schudomastraße, Braunschweiger Straße, Karl-Marx-Straße, Anzengruberstraße, Sonnenallee, Hermannplatz",6980
2017,13:00,,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg;Friedrichshain;Kreuzberg,Die Linke,Scenariusz / Lista wydarzeń w Berlinie,"Kundgebung Die Linke, Beginn 13 Uhr, Friedrichshain-Kreuzberg, Mariannenplatz, vom Rondell vor dem Bethanien, Höhe Muskauer Straße, bis Ende Grünfläche vor der St. Thomas-Kirche, höhe Wrangelstraße",6981
2017,13:00,,,,AfD,Scenariusz / Lista wydarzeń w Berlinie,"Volksfest der AfD, 13 Uhr, Am Bürgerpark",6982
2017,15:30,,,,Revolutionäre 1. Mai,Scenariusz / Lista wydarzeń w Berlinie,"Aufzug „Solidarität, Befreiung International“, Beginn 15:30 Uhr, Aufzugstrecke befindet sich noch in der Abstimmung, Geplant: Lausitzerplatz bis Oranienplatz, hier Anschluss an Revolutionäre 1. Mai Demonstration",6987
2017,16:00,,,,,Scenariusz / Lista wydarzeń w Berlinie,"Aufzug „Jugend kämpft“, Beginn 16 Uhr, Michaelkirchplatz, Heinrich-Heine-Platz, Annenstraße, Heinrich-Heine-Straße, Prinzenstraße, Moritzplatz, Prinzenstraße, Gitschiner Straße, Wassertorplatz",6983
2017,18:00,,,,,Konteksty i wydarzenia," W tym roku obok demonstracji R1M, organizowana jest również tzw. demonstracja młodzieżowa. Według organizatorki, została zarejestrowana, ponieważ nie było wiadomo długo, czy uda się zarejestrować 18Uhr demo; dlatego też, nie chcąc odstraszać młodzieży i osób, które niekoniecznie chodzą na demonstracje regularnie, organizują własne demo @GesamtausgabeWochenendausgabe2017",6949
2017,18:00,,,,Revolutionäre 1. Mai,Scenariusz / Lista wydarzeń w Berlinie,"Revolutionäre 1. Mai-Demonstration, 18 Uhr, geplant ist: Oranienplatz, Oranienstraße, Adalbertstraße, Naunynstraße, Manteuffelstraße, Reichenberger Straße, Ohlauer Straße, Friedelstraße, Weserstraße, Pannierstraße, Glogauer Straße, Reichenberger Straße, Ohlauer Straße, Spreewaldplatz",6988
2017,18:30,,,,Bärgida,Scenariusz / Lista wydarzeń w Berlinie,"Bärgida, 18.30 Uhr, Washingtonplatz, Aufzug ab 19.15 Uhr über S-Bahnhof Sayignyplatz, Schlüterstraße, Niebuhrstraße, Bleibtreustraße, Kurfürstendamm, Breitscheidplatz, Tauentzienstraße, Wittenbergplatz",6985
2017,18:30,,,,Bärgida,Scenariusz / Lista wydarzeń w Berlinie,"Aufzug „Gegen Bärgida“, 18.30 Uhr, mögliche Aufzugstrecke: Washingtonplatz, Rahel-Hirsch-Straße, Hugo-Preuß-Brücke, Kapelleufer, Kronprinzenbrücke, Reinhardtstraße, Luisenstraße, Marschallbrücke, Wilhelmstraße, Dorotheenstraße, Ebertstraße, Platz des 18. März, Potsdamer Platz",6986
2017,22:00,,,,,Scenariusz / Lista wydarzeń w Berlinie,"Antikapitalistische Demonstration, 16 bis 22 Uhr, U-Bahnhof Leopoldplatz, Ende Ramlerstraße, u.a. über See-, Amsterdamer, Turiner und Badstraße",6970
2018,14:00,,Grunewald,Grunewald,MyGruni,Scenariusz,14:00 Demonstracja satyryczna MyGruni w zachodnioberlińskiej dzielnicy Grunewald,7110
2019,09:00,,,,DGB,Scenariusz," 9 Uhr: Den Auftakt der Demonstrationen zum Tag der Arbeit macht der DGB. Mit Musik sammelt man sich hier schon ab 9 Uhr am Hackeschen Markt und startet um 10 Uhr unter dem Motto »Europa. Jetzt aber richtig!« per Motorrad- und Fahrradkorso, Skatingdemonstration und Demonstrationszug zum Brandenburger Tor.",7245
2019,09:48,,,,,Scenariusz / Trasa pochodu DGB 1 maja 2019 (na podst. twittera) / Źródła,"- @DGBBerlinBRB (1 maja 2019, 09:48 GMT): „Die 1Mai-Demonstration erreicht das Brandenburger Tor” (zdjęcia z trasy i Bramy)",7275
2019,10:00,,,,,Scenariusz / Trasa pochodu DGB 1 maja 2019 (na podst. twittera),- Godzina: 10:00,7258
2019,10:00,,Friedrichshain,Friedrichshain;Pankow;Grunewald;Kreuzberg,DGB;SPD;AfD,"Prasa / Berliner Kurier / “Wehe, wenn es dunkel wird 15 Protestzüge marschieren am Feiertag durch die Stadt. Einer macht der Polizei besonders Sorgen”","“Berlin - 5500 Beamte, die für Sicherheit sorgen, rund 15 angemeldete Demonstrationen in allen Ecken der Stadt und ein ""revolutionärer"" 1. Mai-Zug, dessen Veranstalter seine endgültige Route durch Friedrichshain bis zuletzt nicht preisgeben wollte. Die Nacht zum 2. Mai - sie könnte noch einmal richtig heiß werden in Berlin. Friedlich in den Tag startete der DGB. Los ging der Marsch mit mehr als 80",7317
2019,10:15,,,,,Scenariusz / Trasa pochodu DGB 1 maja 2019 (na podst. twittera),- Godzina: 10:15–10:30,7261
2019,10:30,,,,,Scenariusz / Trasa pochodu DGB 1 maja 2019 (na podst. twittera),- Godzina: 10:30–11:00 (Brandenburger Tor osiągnięte ok. 10:48),7264
2019,10:30,13:00,,,,Prasa / Berliner Morgenpost / So startet Berlin in den _Mai_,"1. Mai, 10.30-13 Uhr, Naturschutzzentrum Ökowerk Berlin, Teufelsseechaussee 22, Treffpunkt vor dem Haupttor, Erwachsene zahlen 8 Euro plus 1 Euro für Material",7364
2019,10:30,,Neukölln,Neukölln,,Prasa / Berliner Morgenpost / So startet Berlin in den _Mai_,"Neukölln:  Am 1. Mai wird traditionell auf der Festplatzbühne am See im Britzer Garten getanzt. Ab 10.30 Uhr tanzen rund 100 Tänzer in traditionellen Kostümen der Tanzgruppe "" LAG Tanz"" . Die Tänzer kommen unter anderem aus Israel, Griechenland, aber auch Deutschland. Sie führen internationale Volkstänze -  teilweise in Originaltrachten -  vor. Aber keine Sorge: Wer es moderner mag, wird nicht ent",7374
2019,11:00,,,,,Scenariusz / Trasa pochodu DGB 1 maja 2019 (na podst. twittera),- Godzina: 11:00–14:00 (centralna konferencja),7267
2019,11:00,20:00,,,,Prasa / Berliner Morgenpost / So startet Berlin in den _Mai_,"1. Mai, 11-20 Uhr. Brandenburger Tor und Straße des 17. Juni. Eintritt: frei.",7360
2019,11:00,18:00,Hohenschönhausen,Hohenschönhausen,,Prasa / Berliner Morgenpost / So startet Berlin in den _Mai_,"1. Mai, 11-18 Uhr, Familienfest "" Bunte Platte""  in Hohenschönhausen, Falkenberger Chaussee, Ecke Vincent-van-Gogh-Straße, Eintritt frei.",7384
2019,12:00,22:00,Hellersdorf,Hellersdorf,,Prasa / Berliner Morgenpost / So startet Berlin in den _Mai_,"1. Mai, 12-22 Uhr, Alice-Salomon-Platz, Hellersdorf, Eintritt frei, www.laubinger.de/termine/tanzfest-in-hellersdorf(http://www.laubinger.de/termine/tanzfest-in-hellersdorf)",7372
2019,12:00,,Spandau,Spandau;Gatow,,Prasa / Berliner Morgenpost / So startet Berlin in den _Mai_,"Spandau:  Auf dem Vierfelderhof in Gatow wird am 1. Mai ein Familienfest gefeiert. Los geht es um 12 Uhr mit dem Schmücken einer Birke als Maibaum, die anschließend aufgestellt wird. Am Nachmittag können Besucher bei einer Bauernhof-Olympiade antreten, mit Disziplinen wie Hufeisen-Werfen, Eierlauf oder dem Erkennen von Getreide. Hobby-Gärtner haben die Möglichkeit, Saatbälle zu basteln, Kinder kön",7378
2019,12:30,,Wedding,Wedding,,Scenariusz," 12.30 Uhr: Im Wedding beginnt um 12.30 Uhr am Nettelbeckplatz ein politischer Stadtspaziergang zum 90. Jahrestag des sogenannten Blutmai 1929, an dem die Polizei hart gegen ungenehmigte, von der KPD organisierte Demonstrationen vorging und 33 Zivilisten tötete.",7246
2019,13:00,,Grunewald,Grunewald,,Scenariusz, 13 Uhr: Andere fahren gegen Mittag in den Grunewald: Die Hedonistische Internationale hat für ihre Demonstration das Motto »Miteinander gegen ein Gegeneinander im Grunewald« gewählt. In gewohnt satirischer Manier sollen im »sozial abgehängten Bezirk Begegnungszonen ermöglicht werden«. Der Demonstrationszug trifft sich um 13 Uhr am S-Bahnhof Grunewald. Zur gemeinsamen Anreise kann man sich bereits,7247
2019,13:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz, 13 Uhr: Die Demonstration zum Internationalen »Kampf- und Feiertag der Arbeitslosen« beginnt um 13 Uhr am Senefelderplatz in Prenzlauer Berg. Weiter geht es über die Schwedter Straße und die Kastanienallee bis zu den Schönhauser-Allee-Arcaden zur Kundgebung »mit Gebet«.,7252
2019,13:30,,Grunewald,Grunewald,,"Prasa / taz / ""Wir kommen in Frieden""","Cytaty:: “Wir beginnen um 13.30 Uhr am S-Bahnhof Grunewald mit einem Stadteilfest, ""My-Gruni"" genannt. Es gibt eine Kundgebung und Stände. Danach ziehen die autonomen StreetworkerInnen durch die Straßen. Mit Informationsbroschüren werden sie auf die AnwohnerInnen zuzugehen. Alles wird in eine Stadtteilfestatmosphäre eingebettet sein.”",7452
2019,14:00,18:00,Tempelhof,Tempelhof,,Prasa / Berliner Morgenpost / So startet Berlin in den _Mai_,"1. Mai, 14-18 Uhr, Kinderbauernhof, Viktoriastraße 13, Tempelhof, Eintritt frei www.nusz.de(http://www.nusz.de/), Tel. 030 / 75 50 30",7368
2019,14:00,,,,,Prasa / Berliner Morgenpost / So startet Berlin in den _Mai_,"1. Mai, 10.30 bis 14 Uhr. Bühne Festplatz am See, Britzer Garten, Sangerhauser Weg 5. Park-Eintritt 3 Euro, ermäßigt 1,50 Euro.",7376
2019,14:45,,Grunewald,Grunewald,MyGruni,Prasa / taz / Grunewald ist das neue Kreuzberg,"“Das ""Quartiersmanagement Grunewald"" hat eingeladen - und rund 4.000 sind am Mittwoch der Einladung dieses fiktiven ""Sozialraummanagements"" in den gut betuchten Südwesten gefolgt. Nach den Szenen bei der Erstauflage im vergangenen Jahr - Sticker auf Klingelschildern und Porsche-Heckscheiben, Konfetti in gepflegten Vorgärten - wollten die Organisatoren, die Hedonistische Internationale, diese ""Mai-",7471
2019,15:00,,Steglitz-Zehlendorf,Steglitz-Zehlendorf;Steglitz;Zehlendorf;Dahlem,,Prasa / Berliner Morgenpost / So startet Berlin in den _Mai_,"Steglitz-Zehlendorf:  In der Eierschale in Dahlem ist am 1. Mai von 9 bis 15 Uhr Brunch. Bei schönem Wetter sind auch die Tische auf der großen Terrasse gedeckt, Kinder können nebenan im Park spielen. Ab 11 Uhr spielt eine Live-Band, wer will kann auch zur frühen Stunde schon tanzen.",7354
2019,16:00,,,,,Scenariusz," 16 Uhr: In der Berliner Innenstadt geht es um 16 Uhr weiter. Unter dem Motto »Unser Kiez, nicht ihr Profit!« zieht eine Jugenddemonstration vom Schlesischen Tor über die Warschauer Straße, Revaler Straße und Simon-Dach-Straße bis zum Wismarplatz.",7248
2019,16:00,,Friedrichshain,Friedrichshain,,Prasa / Berliner Morgenpost / So startet Berlin in den _Mai_,"30. April, ab 16 Uhr, Zukunft am Ostkreuz, Laskerstraße 5, Friedrichshain, Eintritt frei, mehr Infos unter www.zukunft-ostkreuz.de(http://www.zukunft-ostkreuz.de/)",7344
