rok,godzina_od,godzina_do,dzielnica,dzielnice_wszystkie,aktor_zgadniety,sekcja,tekst,wiersz_zrodlowy
2001,14:30,,,,,Przebieg za B.Z,"2500 Demonstranten, darunter auch 60 bis 70 Autonome, starten zur ""Revolutionären 1. Mai-Demo"" zum Kottbusser Tor. Marschlied: ""Deutschland muss sterben, damit wir leben können."" 14.30 Uhr: Vermummte werden auf den Dächern entlang der Skalitzer Straße gesichtet.",4656
2001,15:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz / 30.04,"- 15:00 – Tanzimpreza na Kollwitzplatz, Prenzlauer Berg. Trzy sceny z młodymi bandami od ska do hip-hop. Miejsce przyciąga dużo młodzieży.",4621
2001,15:04,,,,,Przebieg za B.Z,"15.04 Uhr, Kottbusser Damm",4657
2001,15:29,,,,,Przebieg za B.Z,"15.29 Uhr, Adalbertstraße",4659
2001,15:34,,,,,Przebieg za B.Z,"Nackte bringen Müllcontainer auf die Straße. Drei Minuten später ist die Polizei da. Sofort Steinwürfe. 15.34 Uhr: An der Ecke Melchiorstraße werden Barrikaden gebaut. Wieder Steinwürfe. 150 Chaoten brechen durch, Richtung Michaelkirchplatz. Anweisung der Polizei: Keine Räumung, aber Zugriff! 15.40 Uhr: Verkehrspolizisten werden am Michaelkirchplatz angegriffen. Drei Minuten später: Pfefferspray g",4660
2001,16:00,,,,,Scenariusz / 30.04,- 16:00 – Kinderfest w Mauerpark – zorganizowane przez Turnerbund. Rodzinne świętowanie dla młodszych dzieci.,4622
2001,16:00,,,,,Przebieg za B.Z,"Vermummte graben Steine aus. Die Polizei fordert die Demonstranten am Oranienplatz auf, den Platz zu verlassen. Die Demo ist seit 16 Uhr offiziell zu Ende. Es gibt Rangeleien, Dosen fliegen.",4664
2001,16:05,,,,,Przebieg za B.Z,"16.05 Uhr, Skalitzer Straße",4661
2001,16:26,,,,,Przebieg za B.Z,Die ersten brennenden Gegenstände auf der Straße. 16.26 Uhr: Chaoten haben den Sperrriegel zwischen Oranienstraße und Adalbertstraße durchbrochen. Die Polizei drängt sie zurück.,4662
2001,16:31,,,,,Przebieg za B.Z,"16.31 Uhr, Heinrichplatz",4663
2001,16:35,,,,,Przebieg za B.Z,"16.35 Uhr, Oranienplatz",4665
2001,16:44,,,,,Przebieg za B.Z,"Vierte Aufforderung der Polizei, den Platz zu verlassen. 16.44 Uhr: An der Ecke Adalbertstraße/Oranienburger Straße der erste Verletzte, ein Chaot.",4666
2001,16:54,,,,,Przebieg za B.Z,"16.54 Uhr, Heinrichplatz",4667
2001,17:00,,,,DGB,Scenariusz / 30.04,"- 17:00-22:00 – DGB-Jugend Party – Platz vor dem Roten Rathaus. Hasło: przeciwko „Dummheit, Hass und Gewalt"". Muzyka od kult do techno. Wejście 2 Mark. Młodzież zamienia plac przed ratuszem w dancefloor na jedną noc.",4625
2001,17:49,,,,,Przebieg za B.Z,"17.49 Uhr, Waldemarstraße",4669
2001,17:52,,,,,Przebieg za B.Z,"17.52 Uhr, Mariannenplatz",4671
2001,17:59,,,,,Przebieg za B.Z,Autonome verstecken sich unter den Teilnehmern des Familienfestes. Drei Minuten später hageln auch hier die Steine gegen die Polizisten. Die Beamten ziehen sich zurück. Die Autonomen stürmen hinterher. 17.59 Uhr: Mehrere Polizisten sind verletzt. 18.01 Uhr: Autonome zerschlagen in der Waldemarstraße BVG-Häuschen und Autoscheiben. 18.09 Uhr: Das Fest auf dem Mariannenplatz ist beendet.,4672
2001,18:00,,,,,Scenariusz / 30.04,"- 18:00 – Reclaim the Streets – Treffpunkt Kollwitzplatz. Aktivisten ogłoszą miejsce spontanicznej Straßenparty, której lokalizacja jest utrzymana w tajemnicy do tego momentu. Tańcem zdobywają przestrzeń publiczną.",4623
2001,18:13,,,,,Przebieg za B.Z,Ein Wasserwerfer wird von den Chaoten fast völlig zerstört. Eine Polizistin schwer verletzt. 18.13 Uhr: Bauwagen werden auf die Straße gerollt.18.19 Uhr: Eine Hundertschaft muss sich mit etlichen Verletzten zurückziehen. 18.24 Uhr: Barrikaden werden auf der Wrangelstraße errichtet. Eine Minute später brennen sie. 18.33 Uhr: An der Köpenicker Straße werden Polizisten zusammen geschlagen. 18.34 Uhr:,4674
2001,19:05,,,,,Przebieg za B.Z,"19.05 Uhr, Wrangelstraße",4675
2001,19:44,,,,,Przebieg za B.Z,"19.44 Uhr, Mariannenplatz",4677
2001,19:50,,,,,Przebieg za B.Z,Die Polizei setzt Tränengas ein. 19.50 Uhr: Die Polizei stürmt voran. Mehrere hundert Autonome werden auf dem Platz eingekesselt.,4678
2001,20:00,,Friedrichshain,Friedrichshain,,Scenariusz / 30.04,"- 20:00 – „Spontane"" Walpurgisfeier – Volkspark Friedrichshain. Nieoficjalne, nieorganizowane świętowanie w tradycji Walpurgisnacht. Kolejna spontaniczna impreza zapowiedziana na Boxhagener Platz, Friedrichshain.",4624
2001,20:25,,,,,Przebieg za B.Z,"20.25 Uhr, Bethaniendamm",4679
2001,21:00,,,,Antifa,Scenariusz / 30.04,"- 21:00 – „Pop-Antifa!"" Soliparty – Pfefferberg, Schönhauser Allee. Organizator: „Pop-Antifa!"". Vystupuje Surrogat i notoryczny Technorevoluzzer Alec Empire. Solidarnościowa impreza jako wstęp do świąt 1. maja.",4627
2001,21:20,,,,,Przebieg za B.Z,"21.20 Uhr, Naunystraße",4683
2001,21:45,,,,,Przebieg za B.Z,"21.45 Uhr, Waldemarstraße",4681
2001,22:39,,,,,Przebieg za B.Z,"22.39 Uhr, Kottbusser Tor",4685
2001,23:30,,,,,Przebieg za B.Z,"Einige Demonstranten vom Bethaniendamm versammeln sich hier, Steinwürfe. Ab 23.30 Uhr werden die letzten Barrikaden weggeräumt, die Lage als ""vorerst beruhigt"" bezeichnet.",4686
2001,23:44,,,,,Przebieg za B.Z,"23.44 Uhr, Adalbertstraße",4687
2002,10:00,,,,,Scenariusz," Wspólna demonstracja jako pokaz związkowej jedności? Neu ist auch, dass die Einzelgewerkschaften gemeinsam vom Brandenburger Tor zum Rathaus ziehen (Start 10 Uhr). Bisher hatte es mehrere Sternmärsche dorthin gegeben. Scholz wertete dies als Zeichen der Geschlossenheit.@fritscheSparkursSchweisstGewerkschaften2002",4773
2002,10:00,,,,,"Scenariusz / Ze strony DGB BB, archiwalne",10.00 Uhr Pariser Platz (Brandenburger Tor),4802
2002,11:30,,,,,"Scenariusz / Ze strony DGB BB, archiwalne",Rotes Rathaus Berlin: Die Kundgebung um 11.30 Uhr,4790
2002,13:00,,,,,Scenariusz,Die 13-Uhr-Demo verlief wie immer friedlich mit 1.000 Menschen. Die autonom-kommunistischen Gruppen und die AAB zerstritten sich nach drei ruhigen Jahren wieder kurz vor dem 1. Mai wieder.,4783
2002,17:00,,,,,"Scenariusz / Ze strony DGB BB, archiwalne",Am 30. April 2002 ab 17.00 Uhr - 0.00 Uhr,4807
2002,18:00,,Mitte,Mitte,,Scenariusz,"Die 18-Uhr-Demo (AAB) wurde vom Oranienplatz zum Rosa-Luxemburg-Platz verlegt, damit um 16 Uhr dort die anderen Gruppen demonstrieren konnten. Diese zogen mit ca. 4.000 Menschen los, nachdem sie sich mit den Menschen der 13-Uhr-Demo zusammengeschlossen hatten und endeten wieder am Oranienplatz. -- policja, jak pisze Tagesspiegel, nie zgodziła się na demonstrację przez Mitte (27.04, Tagesspiegel)",4784
2002,18:00,,,,,Scenariusz,"Die 18-Uhr-Demo zog mit ca. 8.000 Teilnehmern (ohne Polizeispalier) zum Michaelkirchplatz, wo sie von der Polizei am Weitergehen gehindert wurde: Am Mariannenplatz brannten schon die Autos. @gluckspilzLOPABerlinRevolutionarer2007",4785
2002,22:00,,,,,Scenariusz,22:00 KPD/RZ organizuje przed strażą pożarną na Wiener Strasse demonstrację Mutter der 1. Mai Demos,4786
2003,01:31,,,,,"Kontest – powstanie ruchu protestu przeciwko Hartz IV / Znaczenie 1. Maja dla pracy organizacyjnej, integracji w ramach systemu politycznego","| Renate | 01:31:27,560 | 01:31:28,560 | Das war so viel Losungen. Vielleicht muss ich noch mal einsagen, weil du hattest, Paweł, neulich so bisschen danach gefragt so Ost-West und auch so... Das ganze war für mich, also diese Vorbereitungen zu solchen Demos und auch zu dieser, das war für mich so etwas natürlich Neues und teilweise auch etwas eigenartig, wie das ablief. Und ich glaube, dass wir a",4940
2003,09:30,,Kreuzberg,Kreuzberg,DGB,Prasa / labournet.archiv / **Berlin**,"- Das Berliner Bündnis für Soziale Grundrechte - Stoppt die Hartz-Pläne wird am ersten Mai auf der DGB-Demo als Block des konsequenten Widerstandes anzutreffen. Auch bei der nachmittäglichen Demonstration in Unterfriedrichshain (ehemaliges Kreuzberg) werden sie dabei sein. Treffpunkt auf der DGB-Demo: 9.30 Uhr, Brandenburger Tor, da wo sich auch der Block der Erwerbslosen sammelt (Pariser Platz/An",5061
2003,10:00,,Charlottenburg,Charlottenburg,NPD,Scenariusz,"- 10:00 – Kundgebung und Blockaden gegen NPD-Aufmarsch – Theodor-Heuss-Platz, Charlottenburg. Linke und linksradikale Gruppen versuchen den NPD-Marsch zu verhindern durch Kundgebung und Straßenblockaden.",4996
2003,10:00,,,,DGB;PDS,Scenariusz,"- 10:00 – DGB-Demozüge – Treff am Brandenburger Tor, Marsch zum Roten Rathaus. PDS beteiligt sich an DGB-Demo statt eigene Kundgebung zu veranstalten (Entscheidung von PDS-Landeschef Stefan Liebich). PDS betont soziale Gerechtigkeit trotz Sparmaßnahmen.",4997
2003,11:00,,,,NPD,Scenariusz,"- 11:00–15:00 – NPD-Aufmarsch „Wir sind das Volk"" – zwischen Raußendorffplatz und Coubertin-Platz am Olympiastadion. NPD feiern das Scheitern des NPD-Verbotes mit einem „Siegeszug"". ",4998
2003,11:30,,,,DGB,Scenariusz,- 11:30 – DGB-Kundgebung – vor dem Roten Rathaus.,4999
2003,13:30,,,,NPD,Scenariusz,"- 13:30 – Besendemo „Fegt die Nazis aus der Stadt"" – Start Raußendorffplatz. Veranstaltet von „Berliner Initiative: Europa ohne Rassismus"". Folgt der NPD-Route, fordert Bürger auf, Straßen zu verlassen damit NPD durch leere Straßen ziehen.",5000
2003,13:30,,Charlottenburg,Charlottenburg;Mitte,DGB;PDS;NPD,Prasa / Neues Deutschland,"65 Versammlungen, Demos und Straßenfeste werden rund um den 1. Mai in Berlin stattfinden. Wie PDS-Landeschef Stefan Liebich informierte, verzichte seine Partei auf eine eigene Kundgebung und werde sich an der DGB-Demo beteiligen. Die PDS unterstreiche damit ihren Willen, Sorge zu tragen, »dass es trotz der für das Überleben der Stadt notwendigen Sparmaßnahmen in Berlin insgesamt sozial gerecht zug",5072
2003,14:00,,Neukölln,Neukölln,,Scenariusz,"- 14:00–23:00 – Neuköllner Maientage – Volkspark Hasenheide, Neukölln. Achterbahnen, Autoscooter, Wurstbuden und Livemusik im Festzelt.",5001
2003,15:00,,Kreuzberg,Kreuzberg,,Scenariusz,"- 15:00 – Kreuzberg demo, ALB, wspólna demonstracja z ortodoksyjnymi grupami ML. Ok. 10 000 uczestników. Tym razem nie ma demonstracji o godzinie 13. (Glückspilz)",5002
2003,15:00,,Kreuzberg,Kreuzberg;Charlottenburg,NPD,Prasa / labournet.archiv / **Berlin**,"- Heraus zum revolutionären 1.Mai! Fight Capitalist War - Fight Capitalist Peace. 15.00 Uhr | Oranienplatz | Berlin-Kreuzberg, Kundgebung ab 13.00 Uhr. Thema der 1.Mai-Demo in diesem Jahr wird nicht nur der kapitalistische Krieg, sondern auch der kaptialistische ""Frieden"" sein. Deutschland beteiligt sich an der neoliberalen Neuaufteilung der Welt auf seine Weise. Es ist Zeit unseren Widerstand auf",5067
2003,17:00,,,,,Scenariusz,- 17:00 – Friedensfest – entlang der Oranienstraße. Bis in den nächsten Morgen.,5003
2003,17:00,,Kreuzberg,Kreuzberg,,Scenariusz,"- 17:00 – „My-Fest"" Stadtteilfest – rund um die Oranienstraße, Kreuzberg. 11 Orte, 13 Bands auf zwei Bühnen. Unter anderem: IG Blech (17 Uhr, Heinrichplatz), Jaylan (19:45, Oranien-/Manteuffelstr.), Tundra Bikini (20:30, Kottbusser Tor), Havanna Heat Club (21:45, Oranienplatz). Kinoprogramm ab 19 Uhr, Video-Performance zu Mao Tse Tung (21 Uhr). Auch öffentlicher Friseursalon „Haarschlächterei"" ab ",5004
2003,18:00,,,,,Scenariusz,"- 18:00 – Rosa-Luxemburg-Platz demo, na nim Israel-Solidaritäts-Block. W jej organizacji biorą udział członkowie Kritik & Praxis Berlin, rozłamowcy z AAB. Ok 3,5k uczestników.  Route: Mollstraße → Otto-Braun-Straße → Karl-Marx-Allee → Schilling-Brücke → Köpenicker Straße → Lausitzer Platz.",5005
2003,18:30,,Kreuzberg,Kreuzberg,IG Metall,Kalendarium," Am Abend wird es vor dem Haus der IG Metall in der Alten Jacobstraße 149 in Berlin-Kreuzberg – Nähe U-Bahnhof Hallesches Tor – ein Konzert geben. Es treten u. a. auf: Hans, der Kleingärtner, die Klaus Renft Combo, gegen 18.30 Uhr, Konstantin Wecker und Band, etwa 19.45 Uhr, Skills en Masse & Germ sowie die Bösen Mädchen. Alle Interessierten sind zum Mitdiskutieren und Zuhören eingeladen @Sprachro",4950
2004,00:05,,,,,Scenariusz / taz / Der Mai ist gekommen,"00:05, Oranienstraße: Auf der Bühne am Oranienplatz sorgt eine Hardcore-Band für entspannte Partystimmung. 50 Meter weiter brennen Müllcontainer. Jubelnde Jugendliche. Dahinter vier Wasserwerfer und zwei Räumpanzer. Es dauert einige Minuten, bis das Feuer gelöscht ist. Immer wieder greifen schwarz behelmte Stoßtrupps der Polizei gezielt Leute aus der Menschenmenge.",5217
2004,00:15,,,,,Scenariusz / taz / Der Mai ist gekommen,"00:15, Eberswalder Straße: Nach einem Wortgefecht mit der Polizei und einem Flaschenwurf beginnt die von allen erwartete Randale. Die Polizei bildet keine Fronten, sondern zieht mit kleinen Greiftrupps durch die Menge, angelt sich immer wieder gezielt Einzelne heraus.",5187
2004,00:50,,,,,Wydarzenia, https://www.youtube.com/watch?v=YQ9V4rzKqgU 0:50,5148
2004,01:20,,,,,Scenariusz / taz / Der Mai ist gekommen,"01:20, Mauerpark: Der Park ist geräumt, die Lage beruhigt. Die Massen flanieren über die dank Parkverbot wunderbar autofreie Oderberger Straße und genießen ein spätes Bier.",5188
2004,08:30,,,,,Scenariusz,"Die Gewerkschaften eröffnen am morgigen Tag der Arbeit den Demoreigen. Sie treffen sich bereits um 8.30 Uhr am Brandenburger Tor und ziehen dann gemächlich über Wilhelm- und Oranienburger Straße zur Abschlusskundgebung um 12 Uhr am Roten Rathaus. (?) Wilhelm (30.04 taz) – nieco inna trasa, niewyjaśnione czemu mieli by iśc tak długo, i spotykać się tak wcześnie. Pewnie jest jakiś Auftaktskundgebung",5160
2004,10:00,,Charlottenburg,Charlottenburg,DGB,Scenariusz,"| zentraler Veranstaltungsort am 01. Mai 2004 ist Berlin:<br<br  <brSTART DEMOZUG  <br10.00 Uhr Brandenburger Tor (Platz d. 18. März)  <br  <brTREFF MOTORRAD-CORSO  <br10.00 Uhr Charlottenburg Olympischer Platz  <br  <brKUNDGEBUNG  <br11.30 Uhr Platz vor dem Roten Rathaus  <br  <brBegrüßung:  <brBernd Rissmann, stellvertretender Vorsitzender des DGB Berlin-Brandenburg  <br  <brGrußwort:  <brTony J",5164
2004,10:30,,,,PDS,Wydarzenia," 10:30 – PDS organizuje demonstrację antyfaszystowską przeciwko nazistom, ruszającą ze Staufberger Platz nazi PDS",5155
2004,10:30,,Lichtenberg,Lichtenberg,,Scenariusz / taz / Der Mai ist gekommen,"SAMSTAG 10:30, Strausberger Platz: Zwei Bamberger Polizisten starren auf den halb entblößten Hintern einer Punker-Lady. Sie möchte, dass der Demozug der Gegendemo endlich losgeht. „Den Nazis auf die Fresse hauen“, grölt sie mit Bier in der Hand in Richtung Lichtenberg.",5189
2004,11:00,,,,,Scenariusz / taz / Der Mai ist gekommen,"Sonntag, 11 Uhr: Eine Frau im kurzen Kleid trägt ein Molotowcocktail durch die Überbleibsel der Revolution. Ein Video wird gedreht. AW, FLEE, GA, ROT",5218
2004,11:05,,,,DGB;SPD;Grüne,Scenariusz / taz / Der Mai ist gekommen,"11:05, Oranienburger Straße: Angeführt von der IG-BAU ist der Demo-Zug der Gewerkschaften auf über 10.000 Menschen angewachsen. „Nichts ist gut so – schon gar nicht in Berlin. Gemeinsam gestalten nur mit uns!“, sagt das Fronttransparent. Dahinter laufen Wolfgang Wieland (Grüne), Michael Müller (SPD), Bernd Rissmann (DGB-Landesvize). FramePolitics/DGB/2004 actors/DGB/politycy/2004 report/DGB/2004",5190
2004,11:15,,,,,Scenariusz / taz / Der Mai ist gekommen,"11:15, Oranienburger Straße: Der Demoblock der BSR-Beschäftigten fegt die Straße und rollt Mülltonnen hinterher. Das Plakat: „Mit den Arbeitnehmern der BSR ist immer zu rechnen. Und das ist nicht gut so.“ FramePolitics/BRG/2004",5191
2004,11:30,,,,DGB,Wydarzenia," Statt Gäste aus Osteuropa am Rednerpult zu begrüßen, funktioniert der traditionelle internationale Redner-Austausch zum 1. Mai in diesem Jahr noch innerhalb alter Grenzen. So wird neben Rissmann und dem DGB-Bundesvorsitzenden Michael Sommer der Präsident des Europäischen Metallgewerkschaftsbundes, Tony Janssen, aus Brüssel die Berliner bei der Kundgebung um 11.30 Uhr vor dem Roten Rathaus begrüße",5153
2004,11:40,,,,,Scenariusz / taz / Der Mai ist gekommen,11:40. Hackescher Markt: Ein paar Attac-Jugendliche skandieren: „Neoliberal ist asozial.“ Sie erhalten als Einzige den Geleitschutz der Polizei. FramePolitics/attac/2004,5192
2004,12:05,,,,DGB,Scenariusz / taz / Der Mai ist gekommen,"12:05, Rotes Rathaus: Die zentrale Kundgebung des DGB: Landesvize Bernd Rissmann wirft dem rot-roten Senat „Wahlbetrug“ vor. 530.000 Berliner lebten bereits unter der Armutsgrenze: „Das ist die Realität.“ DGB/speech/Berlin/2004",5193
2004,12:25,,,,DGB,Scenariusz / taz / Der Mai ist gekommen,"12:25: Michael Sommer, DGB-Chef, legt los. Sommer schließt seine Rede mit dem Zitat: „Wenn wir schreiten Seit an Seit.“",5194
2004,13:00,,,,,Scenariusz / taz / Der Mai ist gekommen,"13:00, Frankfurter Allee: Während am Roten Rathaus das Volksfest beginnt, heißt es auf der Frankfurter Allee warten. Am U-Bahnhof Magdalenenstraße sperrt die Polizei die Straße ab.",5195
2004,14:00,,Lichtenberg,Lichtenberg,,Scenariusz / taz / Der Mai ist gekommen,"14:00, Bahnhof Lichtenberg: 2.300 Nazis grillen auf ihrem Abmarschplatz schon seit vier Stunden in der Sonne. Sie fordern „Straße frei für nationale Sozialisten“. Auf der Lichtenberger Brücke sind hunderte von Gegendemonstranten zu sehen.",5196
2004,14:30,,,,NPD,Scenariusz / taz / Der Mai ist gekommen,"14:30: „Offensichtlich will die politische Führung auch Randale mit der NPD“, ruft ihr Sprecher über Megafon. Kameradschaftsmitglieder drängeln nach vorne. Nach Rangeleien geht die Polizei mit Schlagstöcken auf die Nazis los. „Das hat es noch nie gegeben“, sagt ein Polizeisprecher.",5197
2004,15:10,,,,,Scenariusz / taz / Der Mai ist gekommen,"15:10: Die Nazis setzen sich tatsächlich in Bewegung, müssen nach 150 Metern aber wieder anhalten. Flaschen fliegen, über die Polizeiketten hinweg, zwischen NPDlern und Gegendemonstranten hin und her.",5198
2004,15:30,,,,,Scenariusz / taz / Der Mai ist gekommen,"15:30, Frankfurter Allee, Rosenfelder Straße: Die Polizei räumt eine Blockade von mehrern hundert Gegendemonstranten. Dabei wird versehentlich auch ein Zivilpolizist verprügelt. „Wenn wir in dem Tempo weiter kommen, sind wir am 3. Mai fertig“, stöhnt der Polizeisprecher.",5199
2004,15:50,,,,,Scenariusz / taz / Der Mai ist gekommen,"15:50: „Ich hatte gehofft, dass die Nazis gleich wieder in die S-Bahn gesetzt werden“, sagt Grünen-Politiker Christian Ströbele. Angesichts tausender Gegendemonstranten sei es unverständlich, dass die Route jetzt von der Polizei freigekämpft werde.",5200
2004,16:00,,Kreuzberg,Kreuzberg,,Scenariusz / Berliner Morgenpost / Mai_-Demo führt doch durch Mitte,"Berlin - Die ""Revolutionäre 1.-Mai-Demo"" darf jetzt doch durch die Innenstadt ziehen. Nachdem die Polizei die vom Veranstalter beantragte Route vom Potsdamer Platz über die Leipziger Straße nach Kreuzberg wegen befürchteter Sachbeschädigungen untersagt und eine nur auf Kreuzberg beschränkte Strecke angeboten hatte, kam es jetzt zu einem Kompromiss. Die Demonstranten werden am 1. Mai ab 16 Uhr vom ",5229
2004,16:15,,,,NPD,Scenariusz / taz / Der Mai ist gekommen,"16:15: „Das sind die rechtsextremen Kameradschaften, die hatten mit der NPD bisher wenig zu tun“, meint eine Szenekennerin. Sie ist überrascht, dass auch viele junge Frauen bei den Nazis mitmarschieren.",5201
2004,16:30,,,,,Scenariusz / taz / Der Mai ist gekommen,"16:30, Kottbusser Tor: Alles ist ruhig. Unter dem Neuen Kreuzberger Zentrum demonstriert auf der Adalbertstraße eine Handvoll Maoisten. Einer schwenkt eine rote Fahne mit dem Mao-Konterfei, ein anderer wettert mit sich überschlagender Stimme gegen den Kapitalismus.",5202
2004,16:30,,,,PDS;NPD,Scenariusz / taz / Der Mai ist gekommen,"16:30, Frankfurter Allee, Aral-Tankstelle: Rund 350 Gegendemonstranten werden am Rande der NPD-Demo seit mehreren Stunden von der Polizei eingekesselt. Der PDS-Abgeordnete Freke Over klagt später, man habe selbst ihn festgehalten, sein Fahrrad beschädigt und sein Ohrläppchen verdreht, bis es blutete. Over stellt Strafanzeige. Auch andere PDS-Politiker werden festgehalten, der stellvertretende Bezi",5203
2004,16:45,,Prenzlauer Berg,Prenzlauer Berg,,Wydarzenia," 16.45 Uhr, Senefelder Platz (Prenzlauer Berg).",5143
2004,16:45,,Friedrichshain,Friedrichshain,,Scenariusz / taz / Der Mai ist gekommen,"16:45, S-Bahnhof Frankfurter Allee: Die Gegendemonstranten sind mit Schubsen, Schlagstöcken und Wasserwerfern weit nach Friedrichshain zurückgedrängt worden. Dort brennen mehrere Müllcontainer und ein Auto, dichter Qualm steigt auf. „Es geht weiter“, verkündet die Polizei. „So was hab ich schon lang nicht mehr gesehen“, meint ein bayrischer Polizist. Die Nazis müssen gut 300 Meter vor dem S-Bahnho",5204
2004,17:00,,,,,Scenariusz / taz / Der Mai ist gekommen,"17:00, U-Bahnhof Samariterstraße: Auf der Frankfurter Allee liegen Bauzäune, Schutt und ausgebrannte Mülltonnen. „Maidemonstrationen in der Innenstadt. Erhebliche Behinderungen!“, verkündet eine einsame Leuchtanzeige.",5205
2004,17:15,,Lichtenberg,Lichtenberg,NPD,Scenariusz / taz / Der Mai ist gekommen,"17:15, S-Bahnhof Frankfurter Allee: Die Wasserwerfer fahren zurück. Die NPD-Demo soll nach einer Zwischenkundgebung zurück nach Lichtenberg, verordnet die Polizei. Weil es so spät ist und wegen der Gegendemonstranten. Die Nazis haben nach sechs Stunden gerade mal ein Siebtel der geplanten Strecke geschafft.",5206
2004,17:30,,Kreuzberg,Kreuzberg,Antifa,Scenariusz / taz / Der Mai ist gekommen,"17:30, Leipziger Platz: Die knapp 5.000 Teilnehmenden der Revolutionären 1. ACT-Demo ziehen mit viel Getöse, drei Moderatoren und Antifa-Groupies Richtung Kreuzberg. „Alles für Alle“, gegen Kapitalismus und den neoliberalen Umverteilungsprozess, ziehen sie an den glänzenden Prachtbauten auf der Leipziger- und Kochstraße vorbei. Alles bleibt heil.",5207
2004,17:30,,,,MyFest,Scenariusz / taz / Der Mai ist gekommen,"17:30, Mariannenplatz, MyFest: Die Grills der PKK-Stände qualmen, Schriften wie „Sozialismus in Mesopotamien“ werden verteilt, Aleviten tanzen. Vor der Thomaskirche verwummern die türkischen Hardrocker „Stoneheads“ auf einer der Bühnen ein altes anatolisches Lied. Der Abgeordnete Freke Over, ehemaliger Hausbesetzer, erinnert die Picknickenden auf der Mariannen-Wiese daran, dass „seit Donnerstag – ",5208
2004,18:15,,Kreuzberg,Kreuzberg,,Scenariusz / taz / Der Mai ist gekommen,"18:15, Oberbaumbrücke: Die Polizei fährt Kolonne, die Antifas fahren Fahrrad. Alle nach Kreuzberg. An der Brücke trifft man sich wieder, zur Taschenkontrolle.",5209
2004,19:00,,,,,Scenariusz / taz / Der Mai ist gekommen,"FREITAG 19:00, S-Bahnhof Friedrichstraße: Ein Sprecher begrüßt die rund 1.500 Anwesenden zur ersten Demo des 1. Mai unter dem Motto „Kommunismus statt Europa“. Er erklärt die EU zum Zusammenschluss kapitalistischer Nationalstaaten, die Weltmacht spielen wollen.",5183
2004,19:00,,,,,Scenariusz / taz / Der Mai ist gekommen,"19:00, Kottbusser Tor: Die revolutionäre Demo endet mit einer Modenschau: Wendejacken und Perücken, um die angekündigte „Manndeckung“ der Polizei zu irritieren. Jutta Ditfurth steht mit einer alten Spiegelreflexkamera um den Hals am U-Bahn-Eingang. „Na ja, bis jetzt verlief alles gut“, findet die ehemalige Frontfrau der Grünen. Türkische Kinder fotografieren mit ihren Handys einzelne Polizisten un",5210
2004,19:15,,,,,Scenariusz / taz / Der Mai ist gekommen,"19:15, Skalitzer Straße: Eine lange Reihe parkender Polizeiwannen. In einer von ihnen filzen Polizisten einen jungen Mann mit schwarzem Kapuzenshirt. Nebenan, auf dem Bürgersteig, juxen drei Jungs, einer stülpt sich die Kapuze seines himmelblauen Shirts über den Kopf. Ein schwitzender Polizeibeamter faucht ihn an: „Det is echt nich lustig, Mann, nich an so eenem Tach wie heute!“",5211
2004,19:30,,,,NPD,Scenariusz / taz / Der Mai ist gekommen,"19:30, Tucholskystraße: Der DJ der Kommunistendemo ist versiert. Nach der Warnung vor Festnahmen läuft „They won’t gonna get us“, nach der Anti- NPD-Rede „This is not a love song“.",5184
2004,20:00,,,,,Scenariusz / taz / Der Mai ist gekommen,"20:00, Rosenthaler Platz: Die Demo endet friedlich. Ein Polizeisprecher erklärt zwei Touristinnen: „They want to do something with the police, throwing stones.“",5185
2004,20:04,,,,,Scenariusz / taz / Der Mai ist gekommen,"20:04, Heinrichplatz: Plötzlich donnern einige Leuchrakten. „Das Signal“ wissen einige Kneipenbesucher vor dem „Bateau Ivre“. Tatsächlich stehen minuten später Kapuzenträger auf dem Platz und halten ein Banner hoch. Plötzlich setzt sich der Block aus Autonomen Kommunisten, maoistischen RIMs und Mitläufern Richtung Oranienplatz in Bewegung. „Wir wollen keine Bullenschweine“, rufen die Krawallsüchti",5212
2004,20:45,,,,,Scenariusz / taz / Der Mai ist gekommen,"20:45: Die Randalierer entdecken Polizisten auf der Skalitzer Straße. Erst fliegt ein Ball, dann hageln Raketen, Flaschen und zum Schluss Steine. Die Polizei rückt erst nach rund zehn Minuten langsam vor –und zurück. Dann Tränengas. Dann ist erst mal wieder Ruhe. Ein etwa 20-Jähriger bittet einen Fotografen, ein Bild von ihm und seiner Freundin zu machen, mit Polizei im Hintergrund: „Das ist unser",5213
2004,21:00,,Prenzlauer Berg,Prenzlauer Berg,,Wydarzenia,"Am 30. April, der Walpurgisnacht, wird sich die EU-Kommission mit ihrem Vorsitzenden Prodi in Berlin treffen. Ab 21.00 Uhr werden dann die HERRschenden am Gendarmenmarkt mal wieder so richtig feiern. Anlass ist die zum 1. Mai 2004 vollzogene Osterweiterung der Europäischen Union um die zehn Beitrittskandidaten aus Ost- und Südosteuropa. Zu der Feier werden auch hochrangige Vertreter aus Wirtschaft",5146
2004,21:15,,,,,Scenariusz / taz / Der Mai ist gekommen,"21:15, Eberswalder Straße: Mitarbeiter von Alba füllen mitgebrachtes Bier der Mauerparkbesucher in Plastikbecher. Am Parkeingang steht eine Polizeikette, die niemanden mit Flaschen hereinlässt.",5186
